name,description,address1,address2,address3,city,county,postcode,country,animal,pet_name,renewal_date,date,outward_code,Type of Property,Current Manager,Status
Tregarthens,"Tregarthens is situated in Church Stretton, 43 km from Telford International Centre, 14 km from Stokesay Castle, and 22 km from Shrewsbury Cathedral.",Church Stretton,,,Church Stretton,Shropshire,SY6 7BY,UK,,,,,SY6,Holiday home,,Entire Home
Victoria House,"Boasting a garden and views of garden, Victoria House is a guest house set in a historic building in Church Stretton, 29 km from Ironbridge Gorge.",48 High Street,,,Church Stretton,Shropshire,SY6 6BX,UK,,,,,SY6,Guest house,,
Countryside in the Town.,"Countryside in the Town., a property with a garden and a terrace, is located in Harlescott, 50 km from Chillington Hall, 4 km from Shrewsbury Cathedral, as...",55 Whitemere Road,,,Harlescott,Shropshire,SY1 3BY,UK,,,,,SY1,Apartment,Hosted by Adrian,Entire Apartment
Beautiful modern townhouse,"Featuring garden views, Beautiful modern townhouse provides accommodation with a terrace, around 26 km from Telford International Centre.",20 Benyon Street,,,Shrewsbury,Shropshire,SY1 2JQ,UK,,,,,SY1,Holiday home,Hosted by Danny Budd,Entire Home
Pass the Keys Bouvardia Modern town centre apartment,"Located in Shrewsbury in the Shropshire region, Pass the Keys Bouvardia Modern town centre apartment features a terrace.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2BW,UK,,,,,SY1,Apartment,,Entire Apartment
Cute & Cool Two Bed Townhouse with Garden & Parking,"Cute & Cool Two Bed Townhouse with Garden & Parking, a property with a garden, is located in Shrewsbury, 26 km from Ironbridge Gorge, 27 km from Telford...",131 Belle Vue Road,,,Shrewsbury,Shropshire,SY3 7NN,UK,,,,,SY3,Holiday home,Hosted by Tom At Effective Stays Ltd,Entire Home
Luna Holiday Pod,"Situated 42 km from Ironbridge Gorge, Luna Holiday Pod features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0NS,UK,,,,,SY5,Holiday home,,Entire Home
Ruth's Rest,"Featuring a hot tub, Ruth's Rest is set in Shrewsbury. This property offers access to a patio, free private parking and free WiFi.",Little Vinnals Bungalow,Lower Common Longden Shrewsbury,,Shrewsbury,Shropshire,SY5 8HF,UK,,,,,SY5,Campsite,,
The Mill House,"Boasting a sauna, The Mill House is located in Shrewsbury. Featuring free private parking, the 5-star holiday home is 40 km from Ironbridge Gorge.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 9AG,UK,,,,,SY5,Holiday home,,Entire Home
Shrewsbury Townhouse with Open Plan Living,"Located 24 km from Telford International Centre, Shrewsbury Townhouse with Open Plan Living provides accommodation with free WiFi and free private parking.",1 Old Heath 7 Hansas,,,Shrewsbury,Shropshire,SY1 4SG,UK,,,,,SY1,Holiday home,,Entire Home
Pass the Keys 4 Bedroom home close to town,"Situated in Shrewsbury in the Shropshire region, Pass the Keys 4 Bedroom home close to town features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2TE,UK,,,,,SY1,Holiday home,,Entire Home
The Grange at Hencote,"Boasting a hot tub, The Grange at Hencote is located in Shrewsbury. This property offers access to a terrace and free private parking.",Hencote,Crosshill,,Shrewsbury,Shropshire,SY4 3AB,UK,,,,,SY4,Holiday home,,Entire Home
EASTRIDGE GLAMPING,"Featuring a garden and views of garden, EASTRIDGE GLAMPING is a recently renovated chalet located in Shrewsbury, 38 km from Ironbridge Gorge.",Eastridge Glamping,,,Shrewsbury,Shropshire,SY5 0TP,UK,,,,,SY5,Chalet,Hosted by Deborah Pinches,Houses
"Luxury townhouse in town centre, views, river walk","Boasting inner courtyard views, Luxury townhouse in town centre, views, river walk offers accommodation with a garden and a patio, around 26 km from...",1 Haughmond View,,,Shrewsbury,Shropshire,SY3 8RG,UK,,,,,SY3,Holiday home,Hosted by Helen,Entire Home
Cherry Orchard,"Cherry Orchard in Shrewsbury provides accommodation with free WiFi, 1 km from Shrewsbury Abbey, 2 km from Shrewsbury College of Arts and Technology and 1...",30 Cleveland Street,,,Shrewsbury,Shropshire,SY2 5DN,UK,,,,,SY2,Holiday home,,Entire Home
"Holiday Inn Express Shrewsbury, an IHG Hotel","Just off the A5, on the outskirts of Shrewsbury, this air-conditioned hotel features large, modern bedrooms, a contemporary restaurant and conference...",Shrewsbury Business Park,Sitka Drive,,Shrewsbury,Shropshire,SY2 6LG,UK,,,,,SY2,Hotel,,
The Maltings,"Housed in a historic building, The Maltings provides accommodation with a garden and free WiFi in Shrewsbury, 25 km from Ironbridge Gorge.",5 Berwick Road,,,Shrewsbury,Shropshire,SY1 2LL,UK,,,,,SY1,Holiday home,,Entire Home
"Pass the Keys Two bedroom Victoria Town house, easy walk of town","Pass the Keys Two bedroom Victoria Town house, easy walk of town, a property with a garden, is located in Shrewsbury, 25 km from Telford International...",Shrewsbury,,,Shrewsbury,Shropshire,SY2 5DN,UK,,,,,SY2,Holiday home,,Entire Home
2 Bed in Shrewsbury 47795,"Set in Ryton and only 31 km from Ironbridge Gorge, 2 Bed in Shrewsbury 47795 offers accommodation with garden views, free WiFi and free private parking.","Ryton - The Old Milking Parlour
Ryton
Dorrington",,,Ryton,,SY5 7LW,UK,,,,,SY5,Holiday home,,Entire Home
Creamore Grove,"Creamore Grove, a property with a garden, is situated in Wem, 47 km from Chester Racecourse, 49 km from Chester Zoo, as well as 19 km from Shrewsbury...",Wem,,,Wem,Shropshire,SY4 5AQ,UK,,,,,SY4,Holiday home,,Entire Home
Curlew Cottage,"Curlew Cottage, a property with a garden, is situated in Bishops Castle, 24 km from Shrewsbury Cathedral, 29 km from Dolforwyn Castle, as well as 29 km...",Bishops Castle,,,Bishops Castle,Shropshire,SY5 0EE,UK,,,,,SY5,Holiday home,,Entire Home
Kemps Eye Cottage,"Kemps Eye Cottage, a property with a garden and barbecue facilities, is situated in Shrewsbury, 1.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 7QW,UK,,,,,SY3,Holiday home,,Entire Home
Pass the Keys Stylish modern 2 bedroom townhouse with parking,"Set 27 km from Ironbridge Gorge, Pass the Keys Stylish modern 2 bedroom townhouse with parking offers accommodation with free WiFi and free private...",Shrewsbury,,,Shrewsbury,Shropshire,SY3 9FN,UK,,,,,SY3,Holiday home,,Entire Home
The Old School B&B,"Featuring free WiFi, The Old School B&B is located in Shawbury, 14.5 km Shrewsbury. Free private parking is available on site.",Moreton Corbet,,,Shawbury,Shropshire,SY4 4DW,UK,,,,,SY4,Bed and breakfast,,
Grove Farm Cottage,"Set in Condover in the Shropshire region, Grove Farm Cottage offers accommodation with free WiFi and free private parking.",Condover,,,Condover,Shropshire,SY5 7BH,UK,,,,,SY5,Holiday home,,Entire Home
Pass the Keys Contemporary Apartment with Secure Parking,"Pass the Keys Contemporary Apartment with Secure Parking is located in Shrewsbury, 26 km from Telford International Centre, 1.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2ET,UK,,,,,SY1,Apartment,,Entire Apartment
Habberley Glamping Pods,"Habberley Glamping Pods is a recently renovated campground in Shrewsbury, where guests can make the most of its garden and barbecue facilities.",EastridgeGlamping,Habberley,,Shrewsbury,Shropshire,SY5 0TP,UK,,,,,SY5,Campsite,,
Cul-de-sac Creations,"Offering a garden, a terrace and free WiFi, Cul-de-sac Creations is a recently renovated apartment 25 km from Telford International Centre and 27 km from...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 3JL,UK,,,,,SY1,Apartment,,Entire Apartment
Abbey Cottage,"Located in Shrewsbury, 23 km from Ironbridge Gorge and 24 km from Telford International Centre, Abbey Cottage provides accommodation with free WiFi in a...",2 Coldbath Court,,,Shrewsbury,Shropshire,SY2 6AH,UK,,,,,SY2,Holiday home,Hosted by Louise & Steve,Entire Home
Fair View,"Set in Shrewsbury and only 29 km from Telford International Centre, Fair View offers accommodation with quiet street views, free WiFi and free private...",28 Farmlodge Lane,,,Shrewsbury,Shropshire,SY1 3ST,UK,,,,,SY1,Holiday home,Hosted by Keith,Entire Home
Luxury Mary's Croft with Swedish Hot tub and BBQ HUT,"Set in Shrewsbury, Luxury Mary's Croft with Swedish Hot tub and BBQ HUT offers accommodation with private pool, free WiFi and free private parking for...",sy5 8dh,,,Shrewsbury,Shropshire,SY5 8DH,UK,,,,,SY5,Holiday home,Hosted by Michelle and Neil look forward to you experiencing a peaceful and tranquil time.,Entire Home
Pass the Keys Central cosy home 5 minutes walk from Shrewsbury,"Situated in Shrewsbury in the Shropshire region, Pass the Keys Central cosy home 5 minutes walk from Shrewsbury has a patio.",Shrewsbury,,,Shrewsbury,Shropshire,SY2 6AJ,UK,,,,,SY2,Holiday home,,Entire Home
Abbey View Shrewsbury,"Located in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Abbey View Shrewsbury provides accommodation with free WiFi and free...",9 Whitehall Street,,,Shrewsbury,Shropshire,SY2 5AD,UK,,,,,SY2,Holiday home,,Entire Home
Immaculate 2-Bed Villa in Shrewsbury,"Situated in Shrewsbury in the Shropshire region, Immaculate 2-Bed Villa in Shrewsbury features accommodation with free WiFi and free private parking.",5 Thorns Grove,,,Shrewsbury,Shropshire,SY3 5BY,UK,,,,,SY3,Villa,,Entire Home
Pass the Keys Stylish newly renovated Victorian 2 bedroom house,"Providing a garden, a terrace and free WiFi, Pass the Keys Stylish newly renovated Victorian 2 bedroom house is a recently renovated holiday home 26 km...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2JZ,UK,,,,,SY1,Holiday home,,Entire Home
Abel's Harp,"In an Area of Outstanding Natural Beauty, Abel’s Harp in the Shropshire Hills, close to the Welsh/English border.",Abel's Harp,Bromlow,,Bromlow,Shropshire,SY5 0EA,UK,,,,,SY5,Inn,,
The Grange at Hencote,"Boasting a hot tub, The Grange at Hencote is located in Shrewsbury. This property offers access to a terrace and free private parking.",Hencote,Crosshill,,Shrewsbury,Shropshire,SY4 3AB,UK,,,,,SY4,Holiday home,,Entire Home
Habberley Glamping Pods,"Habberley Glamping Pods is a recently renovated campground in Shrewsbury, where guests can make the most of its garden and barbecue facilities.",EastridgeGlamping,Habberley,,Shrewsbury,Shropshire,SY5 0TP,UK,,,,,SY5,Campsite,,
Swallow Barn,"Swallow Barn is set in Walford, 42 km from Ironbridge Gorge, 18 km from Shrewsbury Cathedral, as well as 20 km from Whittington Castle.",Walford,,,Walford,Shropshire,SY4 3SA,UK,,,,,SY4,Holiday home,,Entire Home
Turnip House,"Turnip House, a property with a garden, is situated in Plaish, 31 km from Telford International Centre, 17 km from Attingham Park, as well as 24 km from...",Plaish,,,Plaish,Shropshire,SY6 7HX,UK,,,,,SY6,Holiday home,,Entire Home
Ragleth,"Ragleth, a property with a garden, is set in Church Stretton, 40 km from Telford International Centre, 17 km from Stokesay Castle, as well as 19 km from...",Church Stretton,,,Church Stretton,Shropshire,SY6 7JN,UK,,,,,SY6,Holiday home,,Entire Home
Pass the Keys Unique town centre apartment with vaulted ceiling,"Located 27 km from Telford International Centre, 800 metres from Shrewsbury Cathedral and 8.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1PP,UK,,,,,SY1,Apartment,,Entire Apartment
Pass the Keys Stylish newly renovated Victorian 2 bedroom house,"Providing a garden, a terrace and free WiFi, Pass the Keys Stylish newly renovated Victorian 2 bedroom house is a recently renovated holiday home 26 km...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2JZ,UK,,,,,SY1,Holiday home,,Entire Home
Pass the Keys 3 Storey Townhouse,"Pass the Keys 3 Storey Townhouse, a property with a garden, is set in Shrewsbury, 26 km from Telford International Centre, 1.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2HT,UK,,,,,SY1,Holiday home,,Entire Home
Finest Retreats - Fox and Hare,"Finest Retreats - Fox and Hare, a property with a garden, is set in Shrawardine, 39 km from Telford International Centre, 14 km from Shrewsbury Cathedral,...",Shrawardine Castle,,,Shrawardine,Shropshire,SY4 1AJ,UK,,,,,SY4,Holiday home,,Entire Home
Shepherds Cottage,"Featuring garden views, Shepherds Cottage provides accommodation with a patio, around 36 km from Telford International Centre.",Shepherds Cottage,,,Shrewsbury,Shropshire,SY4 2LE,UK,,,,,SY4,Holiday home,,Entire Home
Long Mountain Centre Log Cabins,"Located in Rowley, Long Mountain Centre Log Cabins features free WiFi, a garden and barbecue which is available for hire.",Long Mountain Centre,Pleasant View,Rowley,Meadowtown,Shropshire,SY5 9RY,UK,,,,,SY5,Chalet,,Entire Home
5 Bedroom Victorian Town House - Perfect for Contractors and Family Groups,"Set in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, 5 Bedroom Victorian Town House - Perfect for Contractors and Family Groups...",Ellesmere Road,,,Shrewsbury,Shropshire,SY1 2PR,UK,,,,,SY1,Holiday home,,Entire Home
Pass the Keys 4 Bedroom home close to town,"Situated in Shrewsbury in the Shropshire region, Pass the Keys 4 Bedroom home close to town features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2TE,UK,,,,,SY1,Holiday home,,Entire Home
Albright Hussey Manor,"Set in beautiful gardens and surrounded by an original moat, the Albright Hussey Manor is a privately owned 16th-century Manor house bursting with original...",Ellesmere Road,Broad Oak,,Shrewsbury,Shropshire,SY4 3AF,UK,,,,,SY4,Hotel,,
"""Wesley House"" Historic home in town Centre with Parking","Located in Shrewsbury, ""Wesley House"" Historic home in town Centre with Parking is a historic holiday home that provides free WiFi, and guests can enjoy a...",Wesley House 1 Fish Street Shrewsbury,,,Shrewsbury,Shropshire,SY1 1UR,UK,,,,,SY1,Holiday home,Hosted by Jo Henshaw founder and owner of Stayinshrewsbury.,Entire Home
Pass the Keys Bouvardia Modern town centre apartment,"Located in Shrewsbury in the Shropshire region, Pass the Keys Bouvardia Modern town centre apartment features a terrace.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2BW,UK,,,,,SY1,Apartment,,Entire Apartment
Habberley Glamping Pods,"Habberley Glamping Pods is a recently renovated campground in Shrewsbury, where guests can make the most of its garden and barbecue facilities.",EastridgeGlamping,Habberley,,Shrewsbury,Shropshire,SY5 0TP,UK,,,,,SY5,Campsite,,
Farmhouse studio near Shrewsbury,"Offering a garden and mountain view, Farmhouse studio near Shrewsbury is situated in Shrewsbury, 37 km from Ironbridge Gorge and 48 km from Trentham...",Hill Farm,Clive,Shrewsbury Shopshire,Shrewsbury,Shropshire,SY4 5PX,UK,,,,,SY4,Bed and breakfast,Hosted by Louise Worthington,
Simply Shrewsbury,"Situated in Bicton and only 30 km from Ironbridge Gorge, Simply Shrewsbury features accommodation with garden views, free WiFi and free private parking.",65 The Ridings,,,Bicton,Shropshire,SY3 5ET,UK,,,,,SY3,Holiday home,Hosted by Penny - Penelope Jane Property,Entire Home
The Moorhead Bed & Breakfast,"Offering a garden and garden view, The Moorhead Bed & Breakfast is situated in Wem, 42 km from Telford International Centre and 44 km from Trentham...",Edstaston,,,Wem,Shropshire,SY4 5RG,UK,,,,,SY4,Bed and breakfast,Hosted by Rebecca & Phil,
The Olde Cow House,"The Olde Cow House, a property with a garden, is situated in Hughley, 31 km from Telford International Centre, 17 km from Attingham Park, as well as 24 km...",Hughley,,,Hughley,Shropshire,SY6 7HX,UK,,,,,SY6,Holiday home,,Entire Home
Hillgate House,"Hillgate House, a property with a garden, is located in Bromlow, 23 km from Clun Castle, 25 km from Dolforwyn Castle, as well as 26 km from Shrewsbury...",Bromlow,,,Bromlow,Shropshire,SY5 0HJ,UK,,,,,SY5,Holiday home,,Entire Home
The Coach House,"The Coach House, a property with a garden, is located in Shrewsbury, 32 km from Telford International Centre, 8.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 0BA,UK,,,,,SY3,Holiday home,,Entire Home
Ineff Barn,"Situated in Pontesbury in the Shropshire region, Ineff Barn features accommodation with free WiFi and free private parking.",Pontesbury,,,Pontesbury,Shropshire,SY5 0UH,UK,,,,,SY5,Holiday home,,Entire Home
Round House,"Located in Church Stretton in the Shropshire region, Round House provides accommodation with free WiFi and free private parking.",Church Stretton,,,Church Stretton,Shropshire,SY6 7BL,UK,,,,,SY6,Holiday home,,Entire Home
Borrowers Cottage,"Located 31 km from Telford International Centre, 9 km from Shrewsbury Cathedral and 13 km from Attingham Park, Borrowers Cottage offers accommodation...",Condover,,,Condover,Shropshire,SY5 7AE,UK,,,,,SY5,Holiday home,,Entire Home
Huglith Farm,"Huglith Farm, a property with a garden and barbecue facilities, is located in Habberley, 19 km from Shrewsbury Cathedral, 25 km from Attingham Park, as...",Habberley,,,Habberley,Shropshire,SY5 0SQ,UK,,,,,SY5,Holiday home,,Entire Home
Birchwood House,"Situated in Church Stretton and only 28 km from Ironbridge Gorge, Birchwood House features accommodation with city views, free WiFi and free private...",Birchwood House,Clive Avenue,,Church Stretton,Shropshire,SY6 7BS,UK,,,,,SY6,Apartment,,Entire Apartment
Elsies Cottage,"Located 35 km from Ironbridge Gorge, Elsies Cottage provides accommodation with free WiFi and free private parking.",Pontesbury,,,Pontesbury,Shropshire,SY5 0UH,UK,,,,,SY5,Holiday home,,Entire Home
Marine Terrace,"Marine Terrace, a property with a garden, is located in Shrewsbury, 50 km from Chillington Hall, 500 metres from Shrewsbury Cathedral, as well as 7.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 1XQ,UK,,,,,SY1,Holiday home,,Entire Home
Callow Lodge 22,"Boasting a hot tub, Callow Lodge 22 is set in Hadnall. The property is located 28 km from Ironbridge Gorge, 6.",Hadnall,,,Hadnall,Shropshire,SY4 4AA,UK,,,,,SY4,Holiday home,,Entire Home
