name,description,address1,address2,address3,city,county,postcode,country,animal,pet_name,renewal_date,date,outward_code,Type of Property,Current Manager,Status
NiCheGetaway,"Housed in a historic building, NiCheGetaway provides accommodation with a garden and free WiFi in Shrewsbury, 26 km from Ironbridge Gorge.",Claremont buildings apartment 5Q,,,Shrewsbury,Shropshire,SY1 1RJ,UK,,,,,SY1,Apartment,Hosted by At Niche gateway a real special retreat,Entire apartment
Albright Hussey Manor,"Set in beautiful gardens and surrounded by an original moat, the Albright Hussey Manor is a privately owned 16th-century Manor house bursting with original...",Ellesmere Road,Broad Oak,,Shrewsbury,Shropshire,SY4 3AF,UK,,,,,SY4,Hotel,,
Mytton and Mermaid - Brunning and Price,"The Mytton and Mermaid - Brunning and Price is a splendid Grade II-listed building on the bank of the River Severn, England’s longest river.",Atcham,,,Shrewsbury,Shropshire,SY5 6QG,UK,,,,,SY5,Hotel,,
Callow Lodge 22,"Boasting a hot tub, Callow Lodge 22 is set in Hadnall. The property is located 28 km from Ironbridge Gorge, 6.",Hadnall,,,Hadnall,Shropshire,SY4 4AA,UK,,,,,SY4,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Beautiful modern townhouse,"Featuring garden views, Beautiful modern townhouse provides accommodation with a terrace, around 26 km from Telford International Centre.",20 Benyon Street,,,Shrewsbury,Shropshire,SY1 2JQ,UK,,,,,SY1,Holiday home,Hosted by Danny Budd,Entire home
The Coach House,"The Coach House, a property with a garden, is located in Shrewsbury, 32 km from Telford International Centre, 8.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 0BA,UK,,,,,SY3,Holiday home,Managed by Sykes Holiday Cottages,Entire home
5 Bedroom Victorian Town House - Perfect for Contractors and Family Groups,"Set in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, 5 Bedroom Victorian Town House - Perfect for Contractors and Family Groups...",Ellesmere Road,,,Shrewsbury,Shropshire,SY1 2PR,UK,,,,,SY1,Holiday home,,Entire home
Ludwick Apartment,"Situated in Shrewsbury and only 23 km from Ironbridge Gorge, Ludwick Apartment features accommodation with garden views, free WiFi and free private...",129 Abbey Foregate,,,Shrewsbury,Shropshire,SY2 6AX,UK,,,,,SY2,Apartment,,Apartments
Pass the Keys Brand new 2 bedroom apartment with parking,"Pass the Keys Brand new 2 bedroom apartment with parking is located in Shrewsbury, 26 km from Telford International Centre, 1.",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2ET,UK,,,,,SY1,Apartment,Managed by Opeyemi and Lee,Entire apartment
Elsies Cottage,"Located 35 km from Ironbridge Gorge, Elsies Cottage provides accommodation with free WiFi and free private parking.",Pontesbury,,,Pontesbury,Shropshire,SY5 0UH,UK,,,,,SY5,Holiday home,Managed by Cottages-com,Entire home
Casaamor Homes,"Casaamor Homes is set in Shrewsbury, 26 km from Telford International Centre, 800 metres from Shrewsbury Cathedral, as well as 7.7 km from Attingham Park.",SY12BG,,,Shrewsbury,Shropshire,SY1 2BG,UK,,,,,SY1,Apartment,,Entire apartment
The Coach House,"The Coach House, a property with a garden, is located in Shrewsbury, 32 km from Telford International Centre, 8.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 0BA,UK,,,,,SY3,Holiday home,Managed by Sykes Holiday Cottages,Entire home
The Lymes,"Situated 2.6 km from Shrewsbury Cathedral, 9.3 km from Attingham Park and 29 km from Whittington Castle, The Lymes features accommodation set in...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2PH,UK,,,,,SY1,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Shrewsbury Cottage,"Offering a garden and garden view, Shrewsbury Cottage is located in Shrewsbury, 23 km from Telford International Centre and 47 km from Chillington Hall.",112 London Road,,,Shrewsbury,Shropshire,SY2 6PP,UK,,,,,SY2,Holiday home,Hosted by Jo Henshaw owner and founder of Stayinshrewsbury,Entire home
Cosy Shepherd's Hut with Hot Tub,"Situated in Church Stretton in the Shropshire region, Cosy Shepherd's Hut with Hot Tub features accommodation with free WiFi and free private parking, as...",Acton Scott Escapes,Hatton Grove Farm Track,Hatton,Church Stretton,Shropshire,SY6 6QP,UK,,,,,SY6,Holiday home,Managed by Acton Scott Escapes,Entire home
4 Bedroom Townhouse 10mins walk from Shrewsbury Town Centre with Parking,"4 Bedroom Townhouse 10mins walk from Shrewsbury Town Centre with Parking, a property with a garden and a terrace, is located in Shrewsbury, 26 km from...",22 Beddow Close,,,Shrewsbury,Shropshire,SY1 2NX,UK,,,,,SY1,Holiday home,Hosted by Tom At Effective Stays Ltd,Entire home
The Little Cygnet on Swan Hill,"Located in Shrewsbury, 26 km from Ironbridge Gorge and 27 km from Telford International Centre, The Little Cygnet on Swan Hill provides quiet street views...",15A Swan Hill,,,Shrewsbury,Shropshire,SY1 1NL,UK,,,,,SY1,Apartment,Hosted by Jo Henshaw owner and founder of Stayinshrewsbury,Entire apartment
The shepherds hut,"Offering a terrace and garden view, The shepherds hut is situated in Shrewsbury, 32 km from Telford International Centre and 10 km from Shrewsbury...",Smallbatch cottage,Exfords green,longden,Shrewsbury,Shropshire,SY5 8HG,UK,,,,,SY5,Luxury tent,,
The Lymes,"Situated 2.6 km from Shrewsbury Cathedral, 9.3 km from Attingham Park and 29 km from Whittington Castle, The Lymes features accommodation set in...",Shrewsbury,,,Shrewsbury,Shropshire,SY1 2PH,UK,,,,,SY1,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Dingle Cottage,"Located in Shrewsbury in the Shropshire region, Dingle Cottage provides accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY50PE,UK,,,,,SY50PE,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Anton Guest House Bed and Breakfast,This former Victorian Gentleman's residence is located 10 minutes’ walk from Shrewsbury town centre.,1 Canon St,,,Shrewsbury,Shropshire,SY2 5HG,UK,,,,,SY2,Bed and breakfast,Hosted by Louise Warman,
Eastridge Glamping - Camping Pods,"Situated within 38 km of Ironbridge Gorge and 39 km of Telford International Centre in Shrewsbury, Eastridge Glamping - Camping Pods features accommodation...",Habberley Road,,,Shrewsbury,Shropshire,SY5 0TP,UK,,,,,SY5,Campsite,Managed by Eastridge Glamping,
Pickle Cottage,"Located in Church Stretton in the Shropshire region, Pickle Cottage provides accommodation with free WiFi and free private parking.",Church Stretton,,,Church Stretton,Shropshire,SY6 6PQ,UK,,,,,SY6,Holiday home,Managed by Cottages-com,Entire home
Albright Hussey Manor,"Set in beautiful gardens and surrounded by an original moat, the Albright Hussey Manor is a privately owned 16th-century Manor house bursting with original...",Ellesmere Road,Broad Oak,,Shrewsbury,Shropshire,SY4 3AF,UK,,,,,SY4,Hotel,,
Pear Tree Cottage,"Boasting inner courtyard views, Pear Tree Cottage offers accommodation with a patio, around 39 km from Ironbridge Gorge.",Great Ness,,,Shrewsbury,Shropshire,SY4 2LE,UK,,,,,SY4,Guest house,Hosted by Sam.,
Pelham Grove,Pelham Grove in Shrewsbury provides adults-only accommodation with a garden and a shared lounge.,Venus Bank Cound,,,Shrewsbury,Shropshire,SY5 6AL,UK,,,,,SY5,Bed and breakfast,,
Birchwood House,"Situated in Church Stretton and only 28 km from Ironbridge Gorge, Birchwood House features accommodation with city views, free WiFi and free private...",Birchwood House,Clive Avenue,,Church Stretton,Shropshire,SY6 7BS,UK,,,,,SY6,Apartment,,Entire apartment
"Holiday Inn Express Shrewsbury, an IHG Hotel","Just off the A5, on the outskirts of Shrewsbury, this air-conditioned hotel features large, modern bedrooms, a contemporary restaurant and conference...",Shrewsbury Business Park,Sitka Drive,,Shrewsbury,Shropshire,SY2 6LG,UK,,,,,SY2,Hotel,,
The Stables,"Located in Church Stretton and only 26 km from Ironbridge Gorge, The Stables provides accommodation with garden views, free WiFi and free private parking.",Hope bowdler house,,,Church Stretton,Shropshire,SY6 7DD,UK,,,,,SY6,Holiday home,,Entire home
Abbey Cottage,"Located in Shrewsbury, 23 km from Ironbridge Gorge and 24 km from Telford International Centre, Abbey Cottage provides accommodation with free WiFi in a...",2 Coldbath Court,,,Shrewsbury,Shropshire,SY2 6AH,UK,,,,,SY2,Holiday home,Hosted by Louise & Steve,Entire home
Sunset Pod,"Situated in Shrewsbury in the Shropshire region, Sunset Pod features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0NS,UK,,,,,SY5,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Pigeon House - Renovated barn with hot tub and private garden,"Located in Shrewsbury, the recently renovated Pigeon House - Renovated barn with hot tub and private garden provides accommodation 33 km from Ironbridge...",Hall Farm,Summerhouse Lane,Longden,Shrewsbury,Shropshire,SY5 8HA,UK,,,,,SY5,Holiday home,Hosted by Adam & Elaine,Entire home
Cute & Cool Two Bed Townhouse with Garden & Parking,"Cute & Cool Two Bed Townhouse with Garden & Parking, a property with a garden, is located in Shrewsbury, 26 km from Ironbridge Gorge, 27 km from Telford...",131 Belle Vue Road,,,Shrewsbury,Shropshire,SY3 7NN,UK,,,,,SY3,Holiday home,Hosted by Tom At Effective Stays Ltd,Entire home
"Finest Retreats - Shropshire Cottage, 2 bedrooms, sleeps 3","Finest Retreats - Shropshire Cottage, 2 bedrooms, sleeps 3, a property with a garden, is located in Marchamley, 28 km from Telford International Centre, 33...",Eastlands White Hous,,,Marchamley,Shropshire,SY4 5LE,UK,,,,,SY4,Holiday home,Managed by Finest Retreats,Entire home
Rose Hill,"Set in Shrewsbury in the Shropshire region, with Shrewsbury Cathedral nearby, Rose Hill offers accommodation with free WiFi and free private parking.",17 Porthill Drive,,,Shrewsbury,Shropshire,SY3 8RP,UK,,,,,SY3,Holiday home,Hosted by Kerry,Entire home
Spacious 5 bedroom house in quiet cul-de-sac,"Spacious 5 bedroom house in quiet cul-de-sac, a property with a garden, is situated in Shrewsbury, 29 km from Ironbridge Gorge, 30 km from Telford...",Cavendish Close,,,Shrewsbury,Shropshire,SY3 5PG,UK,,,,,SY3,Apartment,Managed by Your Night Away Ltd,Entire apartment
Family home close to Shrewsbury Town centre,"Family home close to Shrewsbury Town centre, a property with a garden, is set in Shrewsbury, 25 km from Telford International Centre, 50 km from...",Wilfred Owen Close,,,Shrewsbury,Shropshire,SY2 5BY,UK,,,,,SY2,Holiday home,Hosted by James & Anna,Entire home
"Buckley Farm, Barn 1 - Uk36588","Located in Oswestry in the Shropshire region, Buckley Farm, Barn 1 - Uk36588 provides accommodation with free WiFi and free private parking.",Oswestry,,,Oswestry,Shropshire,SY4 1BU,UK,,,,,SY4,Holiday home,Managed by Cottages-com,Entire home
Immaculate 2-Bed Villa in Shrewsbury,"Situated in Shrewsbury in the Shropshire region, Immaculate 2-Bed Villa in Shrewsbury features accommodation with free WiFi and free private parking.",5 Thorns Grove,,,Shrewsbury,Shropshire,SY3 5BY,UK,,,,,SY3,Villa,Managed by Travelnest,Entire home
Beaconsfield Park,"Featuring a hot tub, Beaconsfield Park is set in Shrewsbury. There is an on-site restaurant, plus free private parking and free WiFi are available.",Upper Battlefield,,,Shrewsbury,Shropshire,SY4 4AA,UK,,,,,SY4,Holiday park,Managed by Hoseasons,
Cute & Cool Two Bed Townhouse with Garden & Parking,"Cute & Cool Two Bed Townhouse with Garden & Parking, a property with a garden, is located in Shrewsbury, 26 km from Ironbridge Gorge, 27 km from Telford...",131 Belle Vue Road,,,Shrewsbury,Shropshire,SY3 7NN,UK,,,,,SY3,Holiday home,Hosted by Tom At Effective Stays Ltd,Entire home
Ravelstone,"Located in Church Stretton in the Shropshire region, Ravelstone features a patio.",5 Shrewsbury Road,,,Church Stretton,Shropshire,SY6 6JA,UK,,,,,SY6,Holiday home,,Entire home
Edge View,"Edge View, a property with barbecue facilities, is situated in Church Stretton, 38 km from Telford International Centre, 9 km from Stokesay Castle, as well...",Church Stretton,,,Church Stretton,Shropshire,SY6 6RR,UK,,,,,SY6,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Mountain Edge Resort,"Mountain Edge Resort, a property with a garden and a bar, is set in Church Stretton, 47 km from Telford International Centre, 9.",Marshbrook,,,Church Stretton,Shropshire,SY6 6QE,UK,,,,,SY6,Apartment,,Entire apartment
Stiperstones View,"Stiperstones View, a property with a garden, is set in Shrewsbury, 50 km from Telford International Centre, 23 km from Clun Castle, as well as 26 km from...",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0JF,UK,,,,,SY5,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Gerry's Place,"Set in Church Stretton in the Shropshire region, Gerry's Place offers accommodation with free WiFi and free private parking.",Church Stretton,,,Church Stretton,Shropshire,SY6 6PR,UK,,,,,SY6,Apartment,Managed by Sykes Holiday Cottages,Entire apartment
Lindens Barn,"Situated in Shrewsbury in the Shropshire region, Lindens Barn features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0AL,UK,,,,,SY5,Holiday home,Managed by Sykes Holiday Cottages,Entire home
The shepherds hut,"Offering a terrace and garden view, The shepherds hut is situated in Shrewsbury, 32 km from Telford International Centre and 10 km from Shrewsbury...",Smallbatch cottage,Exfords green,longden,Shrewsbury,Shropshire,SY5 8HG,UK,,,,,SY5,Luxury tent,,
Shepherds Cottage,"Featuring garden views, Shepherds Cottage provides accommodation with a patio, around 36 km from Telford International Centre.",Shepherds Cottage,,,Shrewsbury,Shropshire,SY4 2LE,UK,,,,,SY4,Holiday home,,Entire home
Lindens Barn,"Situated in Shrewsbury in the Shropshire region, Lindens Barn features accommodation with free WiFi and free private parking.",Shrewsbury,,,Shrewsbury,Shropshire,SY5 0AL,UK,,,,,SY5,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Abbots Mead Hotel,"In the heart of Shrewsbury town centre, with free private parking and free Wi-Fi, this carefully preserved Georgian townhouse offers, 16 en suite rooms and...",St Julians Friars,,,Shrewsbury,Shropshire,SY1 1XL,UK,,,,,SY1,Hotel,,
Kemps Eye Cottage,"Kemps Eye Cottage, a property with a garden and barbecue facilities, is situated in Shrewsbury, 27 km from Telford International Centre, 1.",Shrewsbury,,,Shrewsbury,Shropshire,SY3 7QW,UK,,,,,SY3,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Hencote Vineyard Glamping Village,"Offering a garden and garden view, Hencote Vineyard Glamping Village is situated in Shrewsbury, 29 km from Telford International Centre and 31 km from...",hencote,crosshill,,Shrewsbury,Shropshire,SY4 3AB,UK,,,,,SY4,Luxury tent,Managed by Hencote,
The Granary Self Catering Cottage,"Set in Shrewsbury and only 34 km from Telford International Centre, The Granary Self Catering Cottage offers accommodation with garden views, free WiFi and...",The Granary,Newton on the Hill,,Shrewsbury,Shropshire,SY4 3EH,UK,,,,,SY4,Holiday home,,Entire home
Magnolia Cottage,"Offering a garden and garden view, Magnolia Cottage is located in Church Stretton, 43 km from Telford International Centre and 13 km from Stokesay Castle.",50 Watling Street South,,,Church Stretton,Shropshire,SY6 7BQ,UK,,,,,SY6,Holiday home,Hosted by Silvie & Mark Wright,Entire home
EASTRIDGE GLAMPING,"Featuring a garden and views of garden, EASTRIDGE GLAMPING is a recently renovated chalet located in Shrewsbury, 38 km from Ironbridge Gorge.",Eastridge Glamping,,,Shrewsbury,Shropshire,SY5 0TP,UK,,,,,SY5,Chalet,Hosted by Deborah Pinches,Houses
Old Post Office,"Featuring a shared lounge, restaurant, bar and free WiFi, Old Post Office is located in Shrewsbury, 26 km from Ironbridge Gorge and 27 km from Telford...",1 Milk Street Shrewsbury,,,Shrewsbury,Shropshire,SY1 1SZ,UK,,,,,SY1,Inn,,
The Manor House at Kenwick Lodge,"The Manor House at Kenwick Lodge, a property with a garden, is located in Ellesmere, 49 km from Chester Racecourse, 16 km from Whittington Castle, as well...",Ellesmere,,,Ellesmere,Shropshire,SY12 0JQ,UK,,,,,SY12,Holiday home,Managed by Sykes Holiday Cottages,Entire home
"2 bed house, walking distance Shrewsbury centre","Featuring garden views, 2 bed house, walking distance Shrewsbury centre provides accommodation with a garden and a patio, around 26 km from Ironbridge...",4 Glendower Court,,,Shrewsbury,Shropshire,SY1 2RG,UK,,,,,SY1,Apartment,Hosted by James & Anna,Entire apartment
Borrowers Cottage,"Located 31 km from Telford International Centre, 9 km from Shrewsbury Cathedral and 13 km from Attingham Park, Borrowers Cottage offers accommodation...",Condover,,,Condover,Shropshire,SY5 7AE,UK,,,,,SY5,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Creamore Grove,"Creamore Grove, a property with a garden, is situated in Wem, 47 km from Chester Racecourse, 49 km from Chester Zoo, as well as 19 km from Shrewsbury...",Wem,,,Wem,Shropshire,SY4 5AQ,UK,,,,,SY4,Holiday home,,Entire home
School Path Ironbridge Home with Rear Terrace,"Set 9.3 km from Telford International Centre and 35 km from Chillington Hall, School Path Ironbridge Home with Rear Terrace features accommodation in...",Buildwas Road,3 The School Path,,Ironbridge,Shropshire,TF8 7DW,UK,,,,,TF8,Villa,Managed by Team Hudson,Entire home
Dorrington Court,"Situated 33 km from Telford International Centre, 11 km from Shrewsbury Cathedral and 15 km from Attingham Park, Dorrington Court provides accommodation...",Dorrington,,,Dorrington,Shropshire,SY5 7JD,UK,,,,,SY5,Holiday home,Managed by Sykes Holiday Cottages,Entire home
Mayfields Lodge,"Mayfields Lodge, a property with a garden, is set in Aston, 40 km from Ironbridge Gorge, 46 km from Trentham Gardens, as well as 18 km from Shrewsbury...",Mayfields Farm,Barkers Green,Wem,Aston,Shropshire,SY4 5JW,UK,,,,,SY4,Holiday home,Managed by Sykes Holiday Cottages,Entire home
